,MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
1060,367428170.0,2023-01-01T00:00:05,30.42414,-91.19602,0.4,252.0,511.0,CAJUN HUSTLER,,WDF2447,31.0,0.0,17.0,6.0,,31.0,A
1061,367451080.0,2023-01-01T00:00:07,40.50403,-80.11304,0.0,360.0,511.0,JOHN KUSHNER,,WDF4371,31.0,15.0,30.0,7.0,,99.0,A
1062,403529000.0,2023-01-01T00:00:06,27.55318,-96.47979,11.3,49.7,47.0,AMJAD,IMO9779800,HZSH,80.0,3.0,,,,80.0,A
1063,367305890.0,2023-01-01T00:00:05,29.29151,-88.66491,0.3,116.4,511.0,LADY LAB,IMO9370680,WDD9017,60.0,0.0,49.0,9.0,,67.0,A
1064,636019342.0,2023-01-01T00:00:07,48.3509,-124.36379,2.1,137.2,328.0,GSL ELENI,IMO9285677,D5QI4,71.0,2.0,299.0,42.0,10.0,71.0,A
1065,368124380.0,2023-01-01T00:00:07,29.41691,-94.72856,0.2,356.2,74.0,MISS AMANDA M,IMO1299362,WDL3722,31.0,12.0,24.0,10.0,3.1,31.0,A
1066,367542650.0,2023-01-01T00:00:03,29.17899,-89.25809,0.0,236.9,248.0,RIVER PILOT,,WDG5036,50.0,15.0,,,,50.0,A
1067,367171010.0,2023-01-01T00:00:08,30.01305,-90.75644,0.0,342.6,511.0,ED,,WDD6296,31.0,0.0,15.0,6.0,,52.0,A
1068,538006907.0,2023-01-01T00:00:04,42.6025,-70.2562,13.3,317.3,317.0,PALANCA RIO,IMO9747998,V7QS4,80.0,0.0,133.0,,,89.0,A
1069,367427540.0,2023-01-01T00:00:09,37.99383,-90.03013,6.8,135.5,511.0,PAUL KLAUSEN,,WDF2337,31.0,12.0,53.0,15.0,,32.0,A
1070,368102360.0,2023-01-01T00:00:04,38.53869,-90.25554,0.0,283.4,37.0,RAINMAN,,WDK9303,52.0,0.0,22.0,10.0,2.7,52.0,A
1071,367649320.0,2023-01-01T00:00:02,48.53594,-123.01386,0.0,207.7,207.0,WSF SAMISH,IMO9720251,WDH7552,60.0,0.0,110.0,25.0,5.0,60.0,A
1072,369970481.0,2023-01-01T00:00:01,38.98395,-76.46725,0.0,179.0,353.0,YP-707,,NFEE,90.0,0.0,,,,99.0,A
1073,367460360.0,2023-01-01T00:00:09,30.53125,-88.11197,0.0,203.2,511.0,MR LANDON,,WDF5184,31.0,0.0,18.0,6.0,,0.0,A
1074,367155110.0,2023-01-01T00:00:00,46.16719,-123.9181,0.0,0.0,511.0,CAPTAIN RALEIGH,IMO7937575,WDD5207,30.0,15.0,20.0,6.0,,30.0,A
1075,368056740.0,2023-01-01T00:00:05,32.85512,-79.95211,0.0,188.9,55.0,CAPT. JIM MCALLISTER,IMO9857573,WDK4591,52.0,0.0,33.0,13.0,5.6,52.0,A
1076,319019400.0,2023-01-01T00:00:08,18.31075,-64.83421,0.0,176.5,71.0,AIYANA,,ZGAD8,36.0,8.0,,,,36.0,A
1077,367339130.0,2023-01-01T00:00:07,28.31112,-92.02949,4.3,124.0,128.0,MS MEGAN,IMO8660117,WDE3441,90.0,5.0,45.0,11.0,,70.0,A
1078,367757660.0,2023-01-01T00:00:08,39.01221,-81.76413,0.0,360.0,511.0,DIRK TAYLOR,,WDJ2367,31.0,0.0,17.0,,,31.0,A
1079,367327630.0,2023-01-01T00:00:02,29.93475,-89.99888,0.0,192.0,305.0,DIVINE MERCY,,WDE2637,31.0,12.0,22.0,8.0,,57.0,A
1080,366988190.0,2023-01-01T00:00:04,39.37447,-90.90699,0.0,231.0,309.0,PRAIRIE DAWN,IMO8332447,WDC2117,31.0,12.0,46.0,12.0,,52.0,A
1081,367768070.0,2023-01-01T00:00:02,30.11633,-91.01437,0.0,223.7,511.0,ROGER D,,WDJ3448,31.0,0.0,21.0,9.0,,52.0,A
1082,367190220.0,2023-01-01T00:00:00,39.80989,-75.41559,0.0,0.0,511.0,DELBAY,,WTN9784,90.0,,19.0,,,,B
1083,366921830.0,2023-01-01T00:00:08,29.70338,-95.01891,0.0,49.3,232.0,MATTHEW K,IMO8962474,WCZ9961,31.0,0.0,30.0,11.0,4.5,52.0,A
1084,366996430.0,2023-01-01T00:00:05,38.4036,-82.55639,0.0,300.0,511.0,ENTERPRISE,,WDC2688,31.0,0.0,21.0,8.0,,0.0,A
1085,367482310.0,2023-01-01T00:00:02,18.00577,-66.76513,0.0,247.4,511.0,DON OSCAR P,IMO7621839,WDF7223,31.0,0.0,30.0,9.0,3.0,52.0,A
1086,367467170.0,2023-01-01T00:00:07,29.46659,-94.96971,0.0,360.0,511.0,CAPT MARK,,WDF5784,31.0,5.0,15.0,6.0,,22.0,A
1087,316042022.0,2023-01-01T00:00:09,49.31036,-123.10705,0.0,101.8,86.0,SEASPAN RAPTOR,IMO9766994,,52.0,0.0,24.0,11.0,5.3,52.0,A
1088,368237220.0,2023-01-01T00:00:00,38.38642,-90.34461,4.1,33.4,34.0,HFL MARINER,,WDM7784,57.0,12.0,353.0,33.0,3.7,57.0,A
1089,367575760.0,2023-01-01T00:00:04,43.71305,-124.10597,0.0,269.3,128.0,LOUI M,,WDG8272,30.0,15.0,17.0,,,30.0,A
1090,477369200.0,2023-01-01T00:00:01,28.71719,-93.66597,15.9,305.7,306.0,PACIFIC SATURN,IMO9714654,VRSV6,80.0,0.0,159.0,25.0,8.3,80.0,A
1091,368004920.0,2023-01-01T00:00:08,38.62315,-90.18101,5.9,16.4,511.0,SIR RICHARD,,WDJ7255,31.0,0.0,,,,31.0,A
1092,367106750.0,2023-01-01T00:00:02,41.39804,-88.28088,0.6,273.0,265.0,BOYD GOLDING,,WDC9793,31.0,0.0,22.0,10.0,,57.0,A
1093,367081260.0,2023-01-01T00:00:05,48.29122,-122.51892,0.0,360.0,511.0,ALASKA VENTURE,,WDC8074,90.0,15.0,20.0,7.0,,33.0,A
1094,367592280.0,2023-01-01T00:00:04,30.40018,-81.43265,0.0,360.0,511.0,J HENRY BLOUNT,,WDG9897,31.0,0.0,12.0,,,52.0,A
1095,368111010.0,2023-01-01T00:00:02,37.05512,-88.50722,0.0,272.3,511.0,ELSIE JANE,,WDL2319,31.0,0.0,23.0,9.0,0.0,31.0,A
1096,367091630.0,2023-01-01T00:00:02,41.29592,-72.90585,0.4,111.0,131.0,RESOLUTE,IMO7367419,WTW2234,31.0,0.0,30.0,8.0,3.7,52.0,A
1097,368097780.0,2023-01-01T00:00:01,29.37595,-94.87123,0.0,360.0,112.0,EVERARD DUPRE,IMO101269035,WDK8825,52.0,12.0,22.0,10.0,0.0,57.0,A
1098,367707560.0,2023-01-01T00:00:01,35.53268,-76.53536,0.0,257.7,289.0,PROMESA,,WDI5339,37.0,0.0,19.0,,,37.0,A
1099,368213040.0,2023-01-01T00:00:02,29.78315,-92.14833,5.5,80.1,84.0,CITATION,IMO1217082,WDM5147,52.0,12.0,24.0,10.0,3.0,57.0,A
1100,368106220.0,2023-01-01T00:00:05,38.5386,-90.25579,0.0,82.6,36.0,CHARLIE T,,WDK9723,70.0,15.0,20.0,10.0,0.0,70.0,A
1101,367061730.0,2023-01-01T00:00:07,39.89616,-75.19665,0.0,292.4,511.0,TERESA MCALLISTER,IMO5355955,WDI3778,31.0,0.0,29.0,8.0,4.0,52.0,A
1102,368084140.0,2023-01-01T00:00:04,30.06471,-90.89186,9.7,128.9,128.0,KOLBI MICHELLE,,WDK7405,31.0,5.0,0.0,0.0,2.8,31.0,A
1103,367195440.0,2023-01-01T00:00:06,33.93081,-77.99652,0.0,263.2,220.0,ADVENTURE,,WCS3443,60.0,15.0,19.0,6.0,,60.0,A
1104,368112890.0,2023-01-01T00:00:06,21.2925,-157.8595,0.0,219.8,511.0,KAHANA II,IMO8964903,WDL2528,70.0,0.0,67.0,14.0,0.0,70.0,A
1105,209026000.0,2023-01-01T00:00:08,36.99797,-76.29385,10.6,59.0,57.0,KATERINA,IMO9256884,P3UG9,70.0,0.0,225.0,32.0,14.0,79.0,A
1106,367688320.0,2023-01-01T00:00:07,40.43566,-80.00578,0.0,360.0,511.0,DUCHESS,,WDI3438,60.0,15.0,27.0,,,69.0,A
1107,311707000.0,2023-01-01T00:00:01,29.61278,-89.89087,10.8,121.0,118.0,PGC IKAROS,IMO9283617,C6TN6,80.0,0.0,228.0,32.0,14.0,80.0,A
1108,367648290.0,2023-01-01T00:00:01,29.95937,-90.23528,0.0,298.4,511.0,ST CHRISTOPHER,,WDH7453,31.0,12.0,23.0,,,57.0,A
1109,319105100.0,2023-01-01T00:00:01,27.9263,-82.44316,0.2,333.4,511.0,ULYSSES,IMO9770270,ZGGB8,37.0,15.0,116.0,18.0,5.1,37.0,A
1110,538008684.0,2023-01-01T00:00:01,40.64807,-74.152,6.3,219.0,202.0,NAVA ULYSSES,IMO9602186,V7A2656,70.0,0.0,180.0,30.0,9.3,70.0,A
1111,538070849.0,2023-01-01T00:00:05,27.45794,-80.32377,0.0,283.1,74.0,VIVA MAS,IMO9539133,V7YN2,37.0,0.0,33.0,7.0,,37.0,A
1112,538009623.0,2023-01-01T00:00:04,27.21967,-90.047,0.1,28.0,339.0,WEST AURIGA,IMO9609392,V7A4969,0.0,3.0,227.0,41.0,18.0,0.0,A
1113,368058330.0,2023-01-01T00:00:06,39.89727,-75.21209,0.0,75.7,511.0,PURPLE  HAYS,,WDC9127,31.0,15.0,0.0,0.0,3.0,31.0,A
1114,367411370.0,2023-01-01T00:00:09,29.11922,-90.21178,0.0,238.3,511.0,STARFLEET VIKING,IMO9585431,WDE8934,60.0,0.0,48.0,8.0,2.9,70.0,A
1115,368102290.0,2023-01-01T00:00:01,29.71151,-89.98468,0.3,63.8,161.0,JS CHATRY,,WDK9297,33.0,3.0,95.0,22.0,3.0,33.0,A
1116,368228250.0,2023-01-01T00:00:05,40.51186,-80.11835,102.3,360.0,101.0,CINDY Z,,WDM6781,90.0,0.0,24.0,8.0,1.9,90.0,A
1117,367561730.0,2023-01-01T00:00:04,29.14122,-90.2056,0.0,257.3,71.0,MR JAKE,IMO9660994,WDG6890,60.0,0.0,53.0,9.0,2.3,68.0,A
1118,368184830.0,2023-01-01T00:00:02,43.7127,-124.10543,0.0,261.8,295.0,WESTERN STAR,,WDM2070,30.0,15.0,34.0,8.0,4.0,30.0,A
1119,538009561.0,2023-01-01T00:00:01,27.63435,-82.56428,2.5,354.1,321.0,DEL MONTE SPIRIT,IMO9869679,V7A4891,70.0,0.0,192.0,30.0,8.3,70.0,A
1120,367059890.0,2023-01-01T00:00:08,29.31177,-94.80479,0.0,261.3,511.0,JUDY ANN,,WYR6559,31.0,0.0,19.0,7.0,,31.0,A
1121,367472940.0,2023-01-01T00:00:00,38.40638,-82.5795,0.0,24.0,511.0,MARATHON,,WDF6313,31.0,12.0,41.0,13.0,,57.0,A
1122,636020979.0,2023-01-01T00:00:08,36.32743,-74.91422,1.5,354.1,270.0,MSC KUMSAL,IMO9305506,A8IE7,71.0,0.0,333.0,42.0,10.5,71.0,A
1123,316003351.0,2023-01-01T00:00:01,49.12306,-123.18177,0.0,360.0,511.0,VIKING FISHER,,,30.0,0.0,22.0,6.0,2.2,30.0,A
1124,366939330.0,2023-01-01T00:00:06,29.83513,-90.0597,0.0,246.7,306.0,W W CRUM,,WDB7252,31.0,12.0,34.0,10.0,,52.0,A
1125,367461940.0,2023-01-01T00:00:05,33.7311,-118.09586,0.1,264.6,511.0,DB LOS ANGELES,,WDF5328,90.0,3.0,45.0,15.0,,90.0,A
1126,367309480.0,2023-01-01T00:00:01,46.09373,-122.92408,0.0,319.1,114.0,W E IVANOFF,,WDD9292,31.0,0.0,16.0,6.0,,53.0,A
1127,367689010.0,2023-01-01T00:00:02,29.93667,-90.3359,0.0,274.3,511.0,PAPA WISE,,WDI3503,31.0,0.0,23.0,,,52.0,A
1128,312407000.0,2023-01-01T00:00:04,27.02399,-91.07962,8.4,295.3,300.0,SUN GAS,IMO9186948,V3WL4,84.0,0.0,99.0,16.0,5.0,84.0,A
1129,367456680.0,2023-01-01T00:00:03,41.31999,-89.05338,0.0,113.5,108.0,HAMILTON,,WDF4865,31.0,12.0,40.0,10.0,,57.0,A
1130,368012040.0,2023-01-01T00:00:04,40.76325,-74.0021,0.0,299.1,511.0,CIRCLE LINE LIBERTY,,WDJ7989,60.0,0.0,50.0,11.0,2.3,60.0,A
1131,303940000.0,2023-01-01T00:00:04,39.26199,-76.60134,0.0,270.1,136.0,CAPE WRATH,IMO7826166,WRGJ,70.0,0.0,212.0,32.0,11.6,70.0,A
1132,367744130.0,2023-01-01T00:00:06,29.93802,-90.14235,0.1,327.2,511.0,TAK I,,WDI8985,31.0,0.0,16.0,6.0,,79.0,A
1133,368252420.0,2023-01-01T00:00:07,29.91513,-91.23462,6.1,132.5,127.0,CAPTAIN ROY DANIELS,,WDM9414,57.0,0.0,24.0,10.0,0.0,57.0,A
1134,368014310.0,2023-01-01T00:00:00,27.97654,-82.82492,0.0,360.0,511.0,STARSHIP IV,,WDJ8221,60.0,0.0,22.0,4.0,2.5,60.0,A
1135,367589290.0,2023-01-01T00:00:04,28.91184,-95.35684,0.0,250.4,203.0,PROVIDER,,WDG9586,31.0,12.0,25.0,,,57.0,A
1136,366995670.0,2023-01-01T00:00:10,28.95081,-95.33226,0.0,262.8,188.0,PACESETTER,,WDC2620,31.0,12.0,15.0,6.0,,57.0,A
1137,367598830.0,2023-01-01T00:00:03,29.84696,-90.06096,0.0,0.0,511.0,LADY JOYELLE,,WDH2555,31.0,0.0,20.0,,,52.0,A
1138,367599850.0,2023-01-01T00:00:03,30.49715,-91.19377,0.0,244.1,358.0,BRIAN LEE TESTE,,WDH2656,31.0,12.0,23.0,9.0,,56.0,A
1139,338025000.0,2023-01-01T00:00:08,29.49349,-94.86749,0.0,237.7,149.0,G L 54,,WDH5375,90.0,3.0,54.0,18.0,,33.0,A
1140,367771970.0,2023-01-01T00:00:07,29.14619,-90.21099,0.0,46.4,331.0,FAST LION,IMO9772967,WDJ3848,60.0,5.0,58.0,,,90.0,A
1141,538005422.0,2023-01-01T00:00:02,30.04541,-90.67575,10.1,55.8,57.0,RIVER SHINER,IMO9289752,V7DR3,80.0,0.0,227.0,32.0,14.3,80.0,A
1142,367140960.0,2023-01-01T00:00:05,29.89873,-90.08016,0.0,228.4,511.0,ROSS A GRAND,IMO8635409,WDD4159,31.0,0.0,16.0,6.0,,31.0,A
1143,538007275.0,2023-01-01T00:00:01,28.59696,-94.52037,0.0,168.2,136.0,SEA RUBY,IMO9779616,V7EQ7,80.0,1.0,333.0,60.0,11.0,80.0,A
1144,563073700.0,2023-01-01T00:00:01,30.66644,-88.03236,1.9,135.4,153.0,MAERSK MEMPHIS,IMO9348651,9V6171,71.0,0.0,299.0,40.0,12.6,71.0,A
1145,367565660.0,2023-01-01T00:00:02,37.01189,-88.25618,0.0,152.0,132.0,GABE GATTLE,,WDI8818,31.0,0.0,48.0,12.0,,31.0,A
1146,368103470.0,2023-01-01T00:00:06,30.50038,-91.20056,0.0,247.4,511.0,CHARLES CUTHBERT,,WDK9413,31.0,0.0,20.0,8.0,2.8,31.0,A
1147,367675880.0,2023-01-01T00:00:03,30.0595,-93.43945,5.9,91.9,92.0,CAPT. ELLIOT CROCHET,IMO1259540,WDJ4739,57.0,12.0,115.0,34.0,3.0,57.0,A
1148,368029490.0,2023-01-01T00:00:04,29.59691,-90.6728,0.0,243.4,511.0,MISS ELLA MAE,IMO0623795,WDJ9796,52.0,0.0,22.0,7.0,2.5,52.0,A
1149,311000660.0,2023-01-01T00:00:03,25.35895,-80.0247,17.5,201.5,199.0,SYMPHONY OF THE SEAS,IMO9744001,C6DF6,69.0,0.0,362.0,66.0,9.3,69.0,A
1150,367152910.0,2023-01-01T00:00:04,26.111,-80.10724,0.0,343.5,279.0,GALLANT LADY,IMO9415284,WDD5044,37.0,0.0,48.0,8.0,2.1,37.0,A
1151,367064160.0,2023-01-01T00:00:00,41.49078,-71.32672,0.0,360.0,511.0,NORTHEAST PILOT II,,WSC3525,90.0,15.0,14.0,4.0,,50.0,A
1152,367076910.0,2023-01-01T00:00:08,29.43452,-89.95141,0.0,304.9,511.0,BRENDA B,,WDC7783,31.0,0.0,18.0,6.0,,31.0,A
1153,367599760.0,2023-01-01T00:00:03,35.51699,-90.00174,5.2,45.7,511.0,RILEY ELIZABETH,,WDH2648,31.0,12.0,39.0,12.0,,57.0,A
1154,368208250.0,2023-01-01T00:00:08,29.78222,-91.17784,3.9,27.1,28.0,TOM CORNWELL,,WDM4631,57.0,0.0,207.0,22.0,3.0,57.0,A
1155,367743720.0,2023-01-01T00:00:08,32.91106,-79.94557,0.0,30.0,511.0,ISLAND PROGRESS,IMO8987096,WDI8943,31.0,0.0,21.0,7.0,,52.0,A
1156,366980410.0,2023-01-01T00:00:04,37.20867,-76.78587,13.1,330.6,511.0,SURRY,,WQZ5587,60.0,0.0,57.0,19.0,,60.0,A
1157,367799820.0,2023-01-01T00:00:01,37.76582,-122.33864,0.1,86.4,346.0,DR RAY,,WDJ6645,31.0,0.0,26.0,9.0,,57.0,A
1158,368396216.0,2023-01-01T00:00:00,40.40906,-73.99595,0.0,18.6,511.0,SEASTREAK NEW JERSEY,IMO9099344,WDE4029,40.0,15.0,44.0,12.0,0.0,40.0,A
1159,368269160.0,2023-01-01T00:00:07,46.20561,-124.23677,4.1,75.3,511.0,NEW ERA,,WDN3178,30.0,0.0,24.0,7.0,3.5,30.0,A
1160,366772990.0,2023-01-01T00:00:00,47.81022,-122.40201,15.5,241.4,235.0,WSF KALEETAN,IMO8835346,WY2512,60.0,0.0,116.0,22.0,5.6,60.0,A
1161,367304280.0,2023-01-01T00:00:10,38.77846,-84.01041,4.6,347.6,511.0,JENNY ANN,,WDD8897,31.0,15.0,11.0,4.0,,31.0,A
1162,367597650.0,2023-01-01T00:00:04,40.78886,-73.91895,0.0,280.0,30.0,ROCKAWAY,IMO9648063,WDH2443,90.0,0.0,88.0,21.0,4.6,80.0,A
1163,367511270.0,2023-01-01T00:00:09,30.02182,-93.98198,0.0,99.8,511.0,DOUGLAS MURPHY,,WDG2017,31.0,12.0,21.0,,,57.0,A
1164,368106830.0,2023-01-01T00:00:05,27.8142,-97.41176,0.0,279.4,6.0,COOPER K,IMO9890252,WDK9813,52.0,0.0,30.0,13.0,6.4,52.0,A
1165,368256040.0,2023-01-01T00:00:01,29.93173,-90.33119,0.8,360.0,511.0,JACK ESTES,IMO1323487,WDM9802,52.0,0.0,21.0,10.0,0.0,52.0,A
1166,366887300.0,2023-01-01T00:00:03,47.58988,-122.3501,0.0,221.4,358.0,GUARD,IMO9139830,WCY2823,52.0,0.0,39.0,11.0,5.4,52.0,A
1167,316001265.0,2023-01-01T00:00:04,48.88136,-123.57437,1.5,95.8,102.0,QUINITSA,IMO7710965,CZ8734,60.0,0.0,75.0,19.0,1.5,60.0,A
1168,316023341.0,2023-01-01T00:00:04,43.63605,-79.35167,0.0,329.0,329.0,WHITEFISH BAY,IMO9639880,CFN6287,70.0,0.0,225.0,23.0,14.8,70.0,A
1169,316022999.0,2023-01-01T00:00:05,30.14581,-85.72914,0.0,0.0,511.0,ER,,VA5244,37.0,,,,,,B
1170,367548170.0,2023-01-01T00:00:02,30.06175,-94.05632,0.1,243.6,511.0,KHLOE,,WDG5589,31.0,15.0,17.0,,,31.0,A
1171,367402450.0,2023-01-01T00:00:07,38.42543,-82.59988,0.0,299.5,511.0,ENID DIBERT,,WDE8178,31.0,0.0,34.0,10.0,,31.0,A
1172,367427550.0,2023-01-01T00:00:04,29.14533,-90.21189,0.0,232.3,511.0,TRAILBLAZER,IMO8310138,WDF2338,37.0,0.0,44.0,10.0,4.0,90.0,A
1173,367004950.0,2023-01-01T00:00:03,30.73459,-88.04142,3.5,348.5,511.0,JUDSON B,,WDC3268,31.0,15.0,17.0,6.0,,52.0,A
1174,367442150.0,2023-01-01T00:00:02,29.0988,-90.16355,0.6,262.4,77.0,JON CADE,IMO9553165,WDF3627,60.0,0.0,52.0,9.0,2.2,0.0,A
1175,369240000.0,2023-01-01T00:00:04,28.1874,-89.87448,9.1,162.0,155.0,PEYTON CANDIES,IMO9551507,WTAF,90.0,0.0,86.0,18.0,6.2,70.0,A
1176,367379290.0,2023-01-01T00:00:01,30.28926,-91.22053,1.2,107.1,511.0,DORELLA BANTA,,WDE6366,31.0,15.0,21.0,8.0,,31.0,A
1177,366757230.0,2023-01-01T00:00:07,29.79041,-80.26819,11.5,196.9,194.0,GARY CHOUEST,IMO9132313,WCY7287,90.0,0.0,81.0,18.0,7.0,38.0,A
1178,367398930.0,2023-01-01T00:00:03,29.90043,-90.08058,0.0,253.6,511.0,PAT VOSS,,WDE7886,31.0,0.0,33.0,10.0,,52.0,A
1179,367558650.0,2023-01-01T00:00:08,37.82896,-76.27881,0.0,221.8,511.0,RAPPAHANNOCK,IMO8115710,WDG6592,30.0,0.0,58.0,12.0,3.5,30.0,A
1180,366977480.0,2023-01-01T00:00:00,30.42944,-91.20171,0.0,76.3,511.0,FLICKER,,WDB9507,31.0,15.0,15.0,7.0,,10.0,A
1181,367155810.0,2023-01-01T00:00:13,30.30358,-87.72862,0.0,360.0,511.0,OUR MOTHER,IMO8940426,WDD5260,30.0,15.0,27.0,7.0,,0.0,A
1182,368097520.0,2023-01-01T00:00:01,30.46595,-91.19454,0.0,144.5,357.0,AUSTIN,,WDK8799,57.0,12.0,117.0,17.0,2.8,57.0,A
1183,241080000.0,2023-01-01T00:00:08,48.59718,-122.60627,0.1,238.0,137.0,CAPTAIN MICHAEL,IMO9531480,SVBF2,80.0,1.0,274.0,48.0,17.0,80.0,A
1184,368140540.0,2023-01-01T00:00:08,29.77441,-95.10132,0.0,357.6,263.0,CAPT DUB ALLEN,,WDL5376,57.0,12.0,115.0,18.0,2.8,57.0,A
1185,367389480.0,2023-01-01T00:00:05,40.63954,-74.15127,0.0,244.1,511.0,MAVERICK,,WDE7139,31.0,0.0,18.0,6.0,,52.0,A
1186,367677450.0,2023-01-01T00:00:03,27.82017,-97.47605,0.0,224.1,290.0,CAPT JAMES,,WDI2369,31.0,12.0,23.0,,,57.0,A
1187,368253650.0,2023-01-01T00:00:06,18.43861,-64.75135,0.2,168.5,100.0,QTR,,WDM9545,37.0,1.0,35.0,7.0,2.0,37.0,A
1188,367096360.0,2023-01-01T00:00:08,29.76385,-91.74862,1.3,84.5,91.0,TIM BURNS,,WDC9010,31.0,12.0,26.0,9.0,,31.0,A
1189,355398000.0,2023-01-01T00:00:07,42.44704,-125.12502,11.1,1.6,0.0,MSC DIDEM,IMO8517891,H8VZ,70.0,0.0,241.0,32.0,11.7,70.0,A
1190,367530590.0,2023-01-01T00:00:05,29.78864,-95.07698,0.0,126.5,3.0,CAPT PAUL E LORD,,WDG3876,31.0,12.0,20.0,,,52.0,A
1191,368926302.0,2023-01-01T00:00:02,48.13867,-123.41434,2.2,253.1,255.0,USNS EAGLEVIEW,IMO9472361,NEAG,38.0,0.0,75.0,18.0,4.2,38.0,A
1192,339902000.0,2023-01-01T00:00:04,25.74245,-80.17702,0.0,360.0,511.0,ENCORE,,6YSH3,37.0,,,,,,B
1193,303639000.0,2023-01-01T00:00:09,47.60951,-122.21039,0.0,336.4,306.0,ALLIANCE,,WBV3784,37.0,5.0,35.0,7.0,,37.0,A
1194,367539810.0,2023-01-01T00:00:03,29.78813,-92.12537,5.7,71.4,66.0,CAPT ANDY LAKE,,WDG4759,31.0,1.0,26.0,,,90.0,A
1195,368277150.0,2023-01-01T00:00:02,26.71418,-80.04852,0.0,232.6,4.0,FREEDOM,,WDN4012,37.0,0.0,34.0,8.0,0.0,37.0,A
1196,366984940.0,2023-01-01T00:00:02,39.99847,-90.49654,0.0,251.9,250.0,MARY EVELYN,,WDB9909,31.0,12.0,45.0,14.0,,57.0,A
1197,368032000.0,2023-01-01T00:00:09,47.62917,-122.3795,0.0,57.0,179.0,OCEAN ROVER,IMO7303968,KRLM,30.0,5.0,77.0,16.0,8.3,30.0,A
1198,366985270.0,2023-01-01T00:00:02,37.80906,-122.41111,0.0,285.4,511.0,HARBOR EMPEROR,,WCY6430,60.0,0.0,25.0,9.0,,60.0,A
1199,368244180.0,2023-01-01T00:00:07,39.89527,-90.56503,0.0,241.6,66.0,LIZZIE LANE PEUS,IMO1322191,WDM8537,52.0,15.0,44.0,14.0,0.0,57.0,A
1200,367405000.0,2023-01-01T00:00:01,47.65646,-122.36723,0.0,277.8,511.0,GOLDEN DAWN,IMO7915890,WCV9956,30.0,0.0,45.0,9.0,4.4,30.0,A
1201,367724340.0,2023-01-01T00:00:06,18.46112,-66.09312,0.0,241.1,511.0,DOCTOR D,IMO8941597,WDI6998,31.0,12.0,21.0,7.0,,52.0,A
1202,367546320.0,2023-01-01T00:00:05,34.2502,-119.26563,0.1,93.3,511.0,OCEAN DEFENDER,,WDG5405,90.0,0.0,17.0,,,54.0,A
1203,245206000.0,2023-01-01T00:00:02,18.64748,-66.23244,10.4,320.8,322.0,EURODAM,IMO9378448,PHOS,60.0,0.0,285.0,32.0,8.0,60.0,A
1204,367143910.0,2023-01-01T00:00:00,40.63016,-89.6267,0.9,37.3,39.0,TOM FRAZIER,,WDD4376,31.0,12.0,41.0,14.0,,52.0,A
1205,368090980.0,2023-01-01T00:00:00,29.13561,-90.19451,0.0,264.1,511.0,INTRA REGAL,,WDK8119,52.0,12.0,18.0,8.0,2.4,52.0,A
1206,368084540.0,2023-01-01T00:00:03,33.73988,-118.27818,0.0,264.0,6.0,DELTA TERESA,,WDK7444,52.0,0.0,28.0,10.0,5.5,52.0,A
1207,367633750.0,2023-01-01T00:00:05,29.25778,-92.38093,7.8,169.6,511.0,GUIDING LIGHT II,IMO8939271,WDI7045,30.0,,24.0,7.0,,,B
1208,367002110.0,2023-01-01T00:00:01,28.74682,-95.70434,2.2,68.9,511.0,MISS MADELINE,,WDC3058,31.0,0.0,19.0,7.0,,57.0,A
1209,367353080.0,2023-01-01T00:00:00,48.42074,-122.77986,11.7,41.3,37.0,EMPIRE STATE,IMO9408126,WDE4431,80.0,0.0,183.0,32.0,11.8,80.0,A
1210,367401290.0,2023-01-01T00:00:06,29.3091,-94.81446,0.1,98.6,184.0,GEORGE,,WDE8076,31.0,0.0,30.0,11.0,,52.0,A
1211,367688280.0,2023-01-01T00:00:06,29.50994,-94.52917,4.9,73.4,58.0,LOUISE CENAC,,WDI3433,31.0,12.0,21.0,,,57.0,A
1212,538004644.0,2023-01-01T00:00:02,26.07765,-92.059,0.1,27.0,119.0,ROWAN RESOLUTE,IMO9630078,V7YE8,90.0,3.0,229.0,36.0,12.0,90.0,A
1213,368052660.0,2023-01-01T00:00:07,39.92387,-91.42005,7.3,271.2,511.0,SIR CARMA SUE,,WDK4182,31.0,0.0,25.0,8.0,1.6,31.0,A
1214,368064130.0,2023-01-01T00:00:00,29.77226,-95.10192,0.0,266.8,511.0,LIESL,,WDK5358,52.0,0.0,16.0,7.0,2.3,52.0,A
1215,367483830.0,2023-01-01T00:00:08,38.32673,-76.4502,0.0,154.2,511.0,LYNNE MORAN,IMO9349930,WDJ4485,31.0,0.0,28.0,9.0,3.4,0.0,A
1216,368258880.0,2023-01-01T00:00:04,30.67823,-88.03781,0.0,120.9,511.0,HARRY S,IMO1323143,WDN2105,95.0,3.0,10.0,10.0,2.0,95.0,A
1217,368293000.0,2023-01-01T00:00:00,47.6301,-122.3821,0.0,284.8,180.0,ALASKA OCEAN,IMO8030477,KRCT,30.0,0.0,114.0,18.0,3.6,30.0,A
1218,338469684.0,2023-01-01T00:00:02,29.39409,-90.72899,0.0,360.0,511.0,JOHN OUZTS,,,0.0,3.0,0.0,0.0,0.0,0.0,A
